,-0.0380,0.0120,0.0620,0.1120
0.0250,0.0000,3027.1147,0.0000,0.0000
0.0750,3027.1147,3027.1147,2407.3030,0.0000
0.1250,3027.1147,3027.1147,3027.1147,2407.3030
