,-0.0593,-0.0093,0.0407,0.0907,0.1407
0.0250,0.0000,131.8905,0.0000,0.0000,0.0000
0.0750,292.0727,292.0727,111.9589,0.0000,0.0000
0.1250,292.0727,111.9589,111.9589,111.9589,0.0000
