,-0.0599,-0.0099,0.0401,0.0901,0.1401
0.0250,0.0000,234.1686,0.0000,0.0000,0.0000
0.0750,146.4752,146.4752,517.6969,0.0000,0.0000
0.1250,387.6200,387.6200,387.6200,517.6969,0.0000
