,-0.0572,-0.0072,0.0428,0.0928,0.1428
0.0250,12996656.0000,12996656.0000,2250.3320,0.0000,0.0000
0.0750,12996656.0000,12996656.0000,2250.3320,2250.3320,2250.3320
