,-0.0894,-0.0394,0.0106,0.0606,0.1106,0.1606
0.0250,0.0000,33.2763,245.1250,0.0000,0.0000,0.0000
0.0750,33.2763,33.2763,33.2763,212.4097,212.4097,0.0000
0.1250,33.2763,33.2763,33.2763,212.4097,212.4097,212.4097
