,-0.0606,-0.0106,0.0394,0.0894,0.1394
0.0250,0.0000,62.6351,54.3335,0.0000,0.0000
0.0750,62.6351,54.3335,54.3335,54.3335,0.0000
0.1250,0.0000,0.0000,54.3335,54.3335,54.3335
