,-0.0928,-0.0428,0.0072,0.0572,0.1072,0.1572
0.0250,0.0000,0.0000,393.9371,0.0000,0.0000,0.0000
0.0750,0.0000,266.4650,681.4838,724.1177,0.0000,0.0000
0.1250,0.0000,266.4650,681.4838,724.1177,724.1177,0.0000
