,-0.1223,-0.0723,-0.0223,0.0277,0.0777,0.1277,0.1777
0.0250,0.0000,0.0000,156142384.0000,149117696.0000,0.0000,0.0000,0.0000
0.0750,15016.5078,1662.7361,103042464.0000,14342216.0000,22446.0625,8013.0503,0.0000
0.1250,11501.0420,1662.7361,82476784.0000,14342216.0000,18688.3965,8013.0503,28015.3281
