,-0.0443,0.0057,0.0557,0.1057
0.0250,0.0000,24071936.0000,0.0000,0.0000
0.0750,24233964.0000,18630390.0000,15954501.0000,0.0000
0.1250,24233964.0000,18630390.0000,18630390.0000,0.0000
