,-0.0599,-0.0099,0.0401,0.0901,0.1401
0.0250,0.0000,145.0378,0.0000,0.0000,0.0000
0.0750,321.2059,145.0452,145.0452,0.0000,0.0000
0.1250,321.2059,145.0452,145.0452,145.0452,0.0000
