,-0.0781,-0.0281,0.0219,0.0719,0.1219,0.1719
0.0250,0.0000,22733678.0000,16380093.0000,0.0000,0.0000,0.0000
0.0750,22733678.0000,12784664.0000,13904380.0000,16477749.0000,0.0000,0.0000
0.1250,12784664.0000,12784664.0000,13904380.0000,13904380.0000,16477749.0000,0.0000
