,-0.0420,0.0080,0.0580,0.1080
0.0250,0.0000,26605164.0000,0.0000,0.0000
0.0750,12254113.0000,12254113.0000,9595593.0000,0.0000
0.1250,12254113.0000,12254113.0000,12254113.0000,9595593.0000
