,-0.0986,-0.0486,0.0014,0.0514,0.1014,0.1514
0.0250,0.0000,0.0000,298.9416,0.0000,0.0000,0.0000
0.0750,0.0000,52.1499,52.1499,622.9854,0.0000,0.0000
0.1250,52.1499,52.1499,52.1499,540.2961,364.7599,364.7599
