,-0.0424,0.0076,0.0576,0.1076
0.0250,0.0000,21830854.0000,0.0000,0.0000
0.0750,1009.0319,3667.5203,1762.5234,0.0000
0.1250,1009.0319,3667.5203,1762.5234,1762.5234
