,-0.1107,-0.0607,-0.0107,0.0393,0.0893,0.1393,0.1893
0.0250,0.0000,0.0000,105291296.0000,0.0000,0.0000,0.0000,0.0000
0.0750,5663.2783,10575.1533,42695544.0000,94386160.0000,14579.9873,0.0000,0.0000
0.1250,0.0000,42695544.0000,42695544.0000,14579.9873,10678.1270,18438.6621,0.0000
