,-0.1541,-0.1041,-0.0541,-0.0041,0.0459,0.0959,0.1459,0.1959,0.2459
0.0250,0.0000,0.0000,0.0000,11404.0811,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,1634.6371,4926.9927,39162968.0000,45067652.0000,11600.1016,0.0000,0.0000,0.0000
0.1250,0.0000,0.0000,39162968.0000,45067652.0000,8433.3896,8752.8027,8674.5908,0.0000,0.0000
0.1750,0.0000,0.0000,0.0000,0.0000,8752.8027,8674.5908,8674.5908,8674.5908,0.0000
