,-0.0629,-0.0129,0.0371,0.0871,0.1371
0.0250,0.0000,19763284.0000,0.0000,0.0000,0.0000
0.0750,19763284.0000,19763284.0000,3440.5166,3440.5166,0.0000
0.1250,0.0000,3440.5166,3440.5166,3440.5166,0.0000
